jp-aws-1,HANDSHAKE_FAILED,171
jp-aws-1,HANDSHAKE_FAILED,171
jp-aws-1,HANDSHAKE_FAILED,188
jp-aws-1,HANDSHAKE_FAILED,192
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,188
jp-aws-1,HANDSHAKE_FAILED,173
jp-aws-1,HANDSHAKE_FAILED,173
jp-aws-1,HANDSHAKE_FAILED,173
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,184
jp-aws-1,HANDSHAKE_FAILED,170
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,181
jp-aws-1,HANDSHAKE_FAILED,176
jp-aws-1,HANDSHAKE_FAILED,186
jp-aws-1,HANDSHAKE_FAILED,178
jp-aws-1,HANDSHAKE_FAILED,176
jp-aws-1,HANDSHAKE_FAILED,190
jp-aws-1,HANDSHAKE_FAILED,183
jp-aws-1,HANDSHAKE_FAILED,187
jp-aws-1,HANDSHAKE_FAILED,202
jp-aws-1,HANDSHAKE_FAILED,174
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,178
jp-aws-1,HANDSHAKE_FAILED,175
jp-aws-1,HANDSHAKE_FAILED,172
jp-aws-1,HANDSHAKE_FAILED,175
jp-aws-1,HANDSHAKE_FAILED,170
jp-aws-1,SUCCESS,207
jp-aws-1,SUCCESS,209
jp-aws-1,SUCCESS,217
jp-aws-1,SUCCESS,240
jp-aws-1,SUCCESS,217
jp-aws-1,SUCCESS,212
jp-aws-1,SUCCESS,207
jp-aws-1,SUCCESS,210
jp-aws-1,SUCCESS,223
jp-aws-1,SUCCESS,207
jp-aws-1,SUCCESS,209
jp-aws-1,SUCCESS,220
jp-aws-1,SUCCESS,218
jp-aws-1,SUCCESS,218
jp-aws-1,SUCCESS,222
jp-aws-1,SUCCESS,211
jp-aws-1,SUCCESS,210
jp-aws-1,SUCCESS,218
jp-aws-1,SUCCESS,220
jp-aws-1,SUCCESS,209
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,170
jp-iij-1,HANDSHAKE_FAILED,175
jp-iij-1,HANDSHAKE_FAILED,185
jp-iij-1,HANDSHAKE_FAILED,171
jp-iij-1,HANDSHAKE_FAILED,170
jp-iij-1,HANDSHAKE_FAILED,172
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,178
jp-iij-1,HANDSHAKE_FAILED,185
jp-iij-1,HANDSHAKE_FAILED,184
jp-iij-1,HANDSHAKE_FAILED,174
jp-iij-1,HANDSHAKE_FAILED,171
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,172
jp-iij-1,HANDSHAKE_FAILED,171
jp-iij-1,HANDSHAKE_FAILED,187
jp-iij-1,HANDSHAKE_FAILED,172
jp-iij-1,HANDSHAKE_FAILED,189
jp-iij-1,HANDSHAKE_FAILED,191
jp-iij-1,HANDSHAKE_FAILED,184
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,172
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,173
jp-iij-1,HANDSHAKE_FAILED,184
jp-iij-1,HANDSHAKE_FAILED,172
jp-iij-1,HANDSHAKE_FAILED,174
jp-iij-1,HANDSHAKE_FAILED,180
jp-iij-1,HANDSHAKE_FAILED,170
jp-iij-1,SUCCESS,228
jp-iij-1,SUCCESS,204
jp-iij-1,SUCCESS,207
jp-iij-1,SUCCESS,209
jp-iij-1,SUCCESS,222
jp-iij-1,SUCCESS,220
jp-iij-1,SUCCESS,207
jp-iij-1,SUCCESS,214
jp-iij-1,SUCCESS,205
jp-iij-1,SUCCESS,205
jp-iij-1,SUCCESS,205
jp-iij-1,SUCCESS,228
jp-iij-1,SUCCESS,233
jp-iij-1,SUCCESS,225
jp-iij-1,SUCCESS,216
jp-iij-1,SUCCESS,215
jp-iij-1,SUCCESS,206
jp-iij-1,SUCCESS,206
jp-iij-1,SUCCESS,203
kr-aws-1,HANDSHAKE_FAILED,206
kr-aws-1,HANDSHAKE_FAILED,213
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,204
kr-aws-1,HANDSHAKE_FAILED,226
kr-aws-1,HANDSHAKE_FAILED,223
kr-aws-1,HANDSHAKE_FAILED,220
kr-aws-1,HANDSHAKE_FAILED,204
kr-aws-1,HANDSHAKE_FAILED,200
kr-aws-1,HANDSHAKE_FAILED,208
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,206
kr-aws-1,HANDSHAKE_FAILED,212
kr-aws-1,HANDSHAKE_FAILED,201
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,HANDSHAKE_FAILED,202
kr-aws-1,SUCCESS,287
kr-aws-1,SUCCESS,265
kr-aws-1,SUCCESS,288
kr-aws-1,SUCCESS,267
kr-aws-1,SUCCESS,266
kr-aws-1,SUCCESS,266
kr-aws-1,SUCCESS,269
kr-aws-1,SUCCESS,268
kr-aws-1,SUCCESS,279
kr-aws-1,SUCCESS,266
kr-aws-1,SUCCESS,537
kr-aws-1,SUCCESS,271
kr-aws-1,SUCCESS,274
kr-aws-1,SUCCESS,275
kr-aws-1,SUCCESS,292
kr-aws-1,SUCCESS,272
kr-aws-1,SUCCESS,272
kr-aws-1,SUCCESS,265
kr-aws-1,SUCCESS,263
kr-aws-1,SUCCESS,273
kr-aws-1,SUCCESS,272
kr-aws-1,SUCCESS,264
kr-aws-1,SUCCESS,294
kr-aws-1,SUCCESS,276
kr-aws-1,SUCCESS,300
kr-aws-1,SUCCESS,274
kr-aws-1,SUCCESS,271
kr-aws-1,SUCCESS,265
kr-aws-1,SUCCESS,271
kr-aws-1,SUCCESS,310
kr-aws-1,SUCCESS,267
sg-aws-1,HANDSHAKE_FAILED,328
sg-aws-1,HANDSHAKE_FAILED,328
sg-aws-1,HANDSHAKE_FAILED,328
sg-aws-1,HANDSHAKE_FAILED,331
sg-aws-1,HANDSHAKE_FAILED,332
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,331
sg-aws-1,HANDSHAKE_FAILED,327
sg-aws-1,HANDSHAKE_FAILED,355
sg-aws-1,HANDSHAKE_FAILED,328
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,340
sg-aws-1,HANDSHAKE_FAILED,329
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,331
sg-aws-1,HANDSHAKE_FAILED,340
sg-aws-1,HANDSHAKE_FAILED,342
sg-aws-1,HANDSHAKE_FAILED,334
sg-aws-1,HANDSHAKE_FAILED,329
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,329
sg-aws-1,HANDSHAKE_FAILED,348
sg-aws-1,HANDSHAKE_FAILED,344
sg-aws-1,HANDSHAKE_FAILED,330
sg-aws-1,HANDSHAKE_FAILED,337
sg-aws-1,HANDSHAKE_FAILED,340
sg-aws-1,HANDSHAKE_FAILED,345
sg-aws-1,HANDSHAKE_FAILED,329
sg-aws-1,HANDSHAKE_FAILED,329
sg-aws-1,HANDSHAKE_FAILED,331
sg-aws-1,HANDSHAKE_FAILED,332
sg-aws-1,SUCCESS,518
sg-aws-1,SUCCESS,522
sg-aws-1,SUCCESS,518
sg-aws-1,SUCCESS,519
sg-aws-1,SUCCESS,518
sg-aws-1,SUCCESS,522
sg-aws-1,SUCCESS,524
sg-aws-1,SUCCESS,528
sg-aws-1,SUCCESS,522
sg-aws-1,SUCCESS,523
sg-aws-1,SUCCESS,519
sg-aws-1,SUCCESS,519
sg-aws-1,SUCCESS,527
sg-aws-1,SUCCESS,538
sg-aws-1,SUCCESS,520
sg-aws-1,SUCCESS,518
sg-aws-1,SUCCESS,533
sg-aws-1,SUCCESS,522
sg-sggs-1,HANDSHAKE_FAILED,204
sg-sggs-1,HANDSHAKE_FAILED,200
sg-sggs-1,HANDSHAKE_FAILED,207
sg-sggs-1,HANDSHAKE_FAILED,202
sg-sggs-1,HANDSHAKE_FAILED,202
sg-sggs-1,HANDSHAKE_FAILED,201
sg-sggs-1,HANDSHAKE_FAILED,200
